MQ 3;MQ 135;QCM
1,0244;0,8436;0
1,0244;1,0429;0
1,05;0,9067;0
1,0244;1,05;0
1,05;0,874;0
1,0371;0,8436;-1
1,0244;1,05;1
1,0244;1,05;-1
1,0244;0,874;0
1,0121;0,9067;1
0,9767;0,7887;1
1,0121;1;0
1,0121;0,9419;0
1,0371;1,0429;-1
1,0371;0,874;-1
0,9767;0,9239;-1
1,0244;0,9239;-1
1,05;0,89;-1
1,0121;1,05;0
1,0121;0,8017;0
0,9128;0,6595;1
0,9544;0,8585;0
0,9544;0,7404;1
1,0244;0,7078;0
1,0244;0,7078;0
0,9029;0,6595;0
1;0,7184;0
1;0,7078;0
0,9882;0,8436;1
1,05;0,7519;-1
0,9437;0,678;0
1,05;0,7404;0
1,0371;0,7638;0
1,0121;0,776;1
1,0371;0,8585;0
0,9437;0,7292;-1
1,0244;0,9798;0
1,05;0,8292;0
1,0121;0,9419;0
1,0121;0,7638;0
1,0121;0,8017;0
1;0,8152;0
1,05;0,8585;1
1,0121;0,8436;0
0,9437;0,7404;0
1;0,8585;0
1,05;0,8292;0
1,0244;0,9798;0
1,0244;0,8436;0
1,0121;0,8152;0
1,0244;0,874;0
1,0244;1,021;0
1,05;0,8585;1
1,05;0,8436;0
1,05;0,7638;0
1,0121;0,9605;0
1,0121;1,05;0
1,05;0,8585;1
1,0371;1,0429;0
1,0121;0,776;0
1,0244;1,021;0
1,05;0,8436;0
1,0121;0,89;-1
1,0371;0,8436;-1
0,9654;0,9419;-1
1,05;0,8585;0
1,0371;0,8436;-1
1,0244;0,9798;0
1,0244;0,874;-1
0,9654;0,89;0
1,05;0,8292;0
1,0121;0,8292;0
1,05;0,89;-1
1,0371;0,8585;0
1,05;0,776;1
1,05;0,874;0
1,05;0,8436;0
1,05;0,89;1
1;0,9419;1
0,9767;0,9419;0
1,05;0,9067;1
1,0371;0,89;1
1,05;0,8436;0
1,05;0,9067;-1
1,0244;0,7887;0
1,0371;1;0
1,05;0,9067;-1
1,0244;0,9798;0
1,0371;0,8585;1
0,9882;0,9798;0
1,05;0,89;0
1,0121;1,0429;0
1,0371;1,0429;0
1,05;1,05;1
0,9437;0,7887;0
1,05;0,9798;-1
1,0244;0,9239;0
1,05;0,8585;0
1,05;0,9239;0
1,05;0,776;0
1,0244;0,9067;0
1,0371;1,021;0
1,05;0,874;1
1,0371;1,05;0
0,9767;0,9419;0
1,0244;0,9067;0
1,0371;0,9605;0
1,05;0,9067;0
1,0244;0,9239;0
0,9544;0,776;1
1,0244;1,05;0
1,0244;0,8585;-1
1,0244;0,9067;0
1;0,9605;1
0,9882;0,7887;0
1,05;0,874;0
1,0371;0,874;0
1,05;0,9067;0
1,05;1,05;0
0,9767;0,9605;0
1,05;0,89;1
1,05;0,89;0
1,05;0,9239;1
1,0371;0,9067;1
0,9654;0,9605;1
1,05;0,9067;0
1,05;0,89;1
1,0244;0,9798;0
1,0371;0,874;1
0,9767;0,9239;0
1,05;0,9239;0
1,05;0,8585;-1
1,05;1,05;1
1,05;1,05;0
0,9544;0,7887;0
1,0371;1,05;0
1,0371;1,021;0
1,05;0,8436;2
1,05;0,874;0
0,9332;0,8152;0
1,0371;1,05;1
1,05;0,9067;0
1,05;1,021;1
1,0371;0,89;2
0,9654;0,8585;1
1,0371;0,9067;1
0,9882;0,9067;0
1,05;1,05;1
1,0244;1,05;1
0,9767;0,7887;1
1,0371;1,05;1
1,05;0,874;0
1,05;0,874;1
1,0371;0,874;0
0,9767;0,7887;0
1,05;0,8585;0
1,05;0,9239;0
1,05;0,8585;0
1,05;0,874;0
0,9654;0,8292;0
1,0244;0,9798;0
1,05;0,874;1
1,05;1,05;0
1,05;0,874;-1
0,9544;0,7887;1
1,05;0,9798;0
0,9882;0,89;1
1,0121;0,9067;1
1,05;0,89;0
0,9882;0,9239;0
1,0371;1,05;-1
1,0371;1,0429;0
1,05;0,9419;1
1,0371;0,874;-1
0,9654;0,874;1
1,0371;0,9798;0
1,05;0,9239;1
1,0121;0,89;-1
1,05;0,9419;0
0,9882;0,9605;1
